"Product","Record Type","Account Number","Interest Rate","Loan Term(months)","Branch Code","Household"
"Checking Account","Servicing","364554154772547","0.30000000000000004","60","B019","Middle Income"
"Personal Loan","New Application","720196289562871","0.2","24","B070","Middle Income"
"Checking Account","New Application","849127630981354","0.6000000000000001","48","B028","High Income"
"Mortgage","New Application","324811475060587","0.8","60","B082","Middle Income"
"Personal Loan","Servicing","019820251481460","0.9","12","B030","Secondary"
"Personal Loan","Closed","180804201898391","0.9","24","B036","Low Income"
"Personal Loan","New Application","149565065231858","0.8","36","B051","Low Income"
"Checking Account","New Application","614909467188936","0.30000000000000004","84","B015","Primary"
"Personal Loan","New Application","245300837531143","0.9","12","B099","Middle Income"
"Checking Account","New Application","900486238038465","0.5","24","B060","Primary"
"Personal Loan","Closed","912226452214824","0.30000000000000004","72","B092","High Income"
"Mortgage","Closed","086481827645016","0.6000000000000001","48","B085","High Income"
"Checking Account","Closed","923498585346092","0.1","48","B037","Middle Income"
"Checking Account","Closed","516177993479620","0.2","24","B099","Secondary"
"Mortgage","Closed","533229304700557","0.9","36","B063","Primary"
"Checking Account","New Application","280110774352675","0.30000000000000004","60","B029","Low Income"
"Savings Account","Closed","023304270606071","0.6000000000000001","72","B030","Low Income"
"Savings Account","Closed","835491104994783","1.0","72","B036","Middle Income"
"Checking Account","Servicing","350300179836419","0.2","12","B001","High Income"
"Savings Account","Closed","325832932674488","0.4","84","B019","Middle Income"
"Checking Account","New Application","933052283558311","0.5","60","B064","Middle Income"
"Checking Account","New Application","301916337827117","0.1","84","B053","Middle Income"
"Mortgage","Servicing","030366062361106","0.5","12","B010","Primary"
"Savings Account","Servicing","409843175740373","1.0","72","B072","Low Income"
"Checking Account","New Application","388068264600051","0.1","84","B004","Primary"
"Savings Account","Servicing","835303584658103","0.1","48","B051","Middle Income"
"Personal Loan","Closed","302075708595687","0.7000000000000001","24","B088","Middle Income"
"Personal Loan","New Application","878838287457605","0.6000000000000001","60","B012","Low Income"
"Checking Account","Closed","301637816529914","0.5","12","B091","Secondary"
"Checking Account","New Application","755394342374355","1.0","36","B053","High Income"
"Savings Account","New Application","206888180689767","0.6000000000000001","24","B047","Primary"
"Savings Account","Servicing","978688249519442","1.0","24","B030","Primary"
"Checking Account","New Application","672955984710919","0.30000000000000004","36","B025","High Income"
"Mortgage","New Application","442021940211380","1.0","24","B099","Secondary"
"Checking Account","Closed","365847555617480","0.7000000000000001","48","B095","Low Income"
"Personal Loan","Servicing","611961874477867","0.1","72","B023","Middle Income"
"Checking Account","New Application","464286292362408","0.6000000000000001","24","B071","High Income"
"Checking Account","New Application","491464439355613","0.5","84","B096","Secondary"
"Savings Account","New Application","201001991210282","0.5","84","B063","Primary"
"Checking Account","Servicing","720938343780779","0.8","12","B056","High Income"
"Savings Account","Closed","140727053489094","0.9","48","B057","Primary"
"Mortgage","Servicing","472386120057706","0.1","72","B079","Primary"
"Mortgage","New Application","066318940078686","0.30000000000000004","24","B009","Secondary"
"Savings Account","Closed","038374334242646","0.2","12","B098","Middle Income"
"Personal Loan","Servicing","150554947180179","0.7000000000000001","72","B053","Low Income"
"Savings Account","Servicing","033248399291310","0.1","84","B030","Secondary"
"Mortgage","New Application","815860309988821","0.9","12","B025","High Income"
"Savings Account","Closed","623523590698688","0.4","72","B075","Low Income"
"Mortgage","New Application","000110826043841","0.30000000000000004","60","B049","Primary"
"Mortgage","New Application","162378221733652","0.8","12","B096","Primary"
"Savings Account","Servicing","507684741397253","0.4","84","B036","High Income"
"Mortgage","Closed","769431168803499","0.30000000000000004","84","B012","Low Income"
"Mortgage","New Application","274012072077757","0.4","24","B039","Secondary"
"Personal Loan","Servicing","983032640262494","0.30000000000000004","12","B050","High Income"
"Mortgage","Servicing","899144660020664","0.9","36","B051","High Income"
"Checking Account","New Application","808017275850910","0.6000000000000001","60","B078","Low Income"
"Personal Loan","Closed","581984380783257","0.5","24","B043","High Income"
"Personal Loan","Closed","234782235752724","0.9","84","B054","Middle Income"
"Savings Account","Servicing","954617949765010","0.9","12","B003","Secondary"
"Savings Account","New Application","475424508157478","0.4","60","B090","High Income"
"Checking Account","Servicing","581087391581172","0.1","36","B082","Middle Income"
"Checking Account","Closed","939810229919768","0.6000000000000001","72","B025","Middle Income"
"Mortgage","Servicing","583578212610296","0.9","12","B071","Primary"
"Checking Account","Servicing","480657890929352","0.2","72","B032","Secondary"
"Personal Loan","Closed","430266639805188","1.0","84","B034","Middle Income"
"Personal Loan","Servicing","968355239183631","0.30000000000000004","48","B057","Low Income"
"Mortgage","New Application","695795600260670","0.30000000000000004","60","B025","High Income"
"Checking Account","New Application","083122786656312","0.2","84","B061","Middle Income"
"Savings Account","New Application","804553233683970","0.1","84","B015","Secondary"
"Savings Account","New Application","825098905773347","0.30000000000000004","72","B034","Secondary"
"Savings Account","Closed","768260476181689","0.4","72","B017","High Income"
"Savings Account","Closed","667854600571578","0.2","36","B070","Primary"
"Mortgage","New Application","985433798256569","1.0","84","B078","Primary"
"Personal Loan","New Application","941548290846066","1.0","24","B065","Middle Income"
"Mortgage","Closed","019874655747943","0.9","48","B090","Secondary"
"Mortgage","New Application","262302930024914","0.30000000000000004","48","B047","Primary"
"Savings Account","New Application","499336647304308","0.9","48","B028","Middle Income"
"Savings Account","New Application","196494341632418","0.2","24","B066","Primary"
"Mortgage","New Application","989204912652948","0.6000000000000001","72","B017","Secondary"
"Savings Account","New Application","855429245202921","0.4","24","B067","Secondary"
"Savings Account","Servicing","185483816716976","0.9","84","B096","Secondary"
"Savings Account","New Application","953993407707089","0.1","24","B046","Secondary"
"Checking Account","Servicing","981674920994166","0.7000000000000001","60","B028","High Income"
"Personal Loan","New Application","323796245812770","0.4","36","B070","Low Income"
"Savings Account","Servicing","172653834581030","1.0","72","B086","Primary"
"Checking Account","Closed","359864926700767","0.7000000000000001","36","B001","High Income"
"Personal Loan","Closed","846757746302158","0.5","12","B011","High Income"
"Savings Account","Closed","484510911633175","0.8","12","B074","Primary"
"Personal Loan","Closed","325095837917814","0.7000000000000001","48","B013","Secondary"
"Personal Loan","New Application","422169004591658","0.9","24","B081","High Income"
"Savings Account","Closed","682832064121998","0.5","60","B053","High Income"
"Personal Loan","Closed","065134145894834","0.9","12","B071","Primary"
"Personal Loan","Closed","826317413078832","0.9","36","B049","Low Income"
"Checking Account","Servicing","075352899351632","0.8","72","B022","Middle Income"
"Checking Account","Closed","794892285094144","0.5","84","B029","Low Income"
"Checking Account","Closed","768206098094354","0.8","12","B060","Secondary"
"Personal Loan","New Application","199056406966863","0.4","48","B083","Secondary"
"Mortgage","Servicing","052525719634705","0.6000000000000001","60","B083","Middle Income"
"Checking Account","New Application","699656747325639","0.30000000000000004","48","B068","Low Income"
"Checking Account","New Application","670968265297846","0.5","12","B011","Primary"
"Checking Account","Closed","543477033139207","0.30000000000000004","36","B080","Secondary"
"Personal Loan","New Application","107331544534850","0.4","24","B082","Primary"
"Checking Account","Closed","765506085468457","0.5","72","B085","Secondary"
"Personal Loan","Closed","058364394611859","0.6000000000000001","48","B100","Middle Income"
"Checking Account","Closed","450589025551987","0.6000000000000001","84","B075","High Income"
"Mortgage","New Application","380103719015568","0.2","48","B028","Primary"
"Savings Account","New Application","738014142232083","0.8","24","B034","High Income"
"Personal Loan","Closed","790607879687418","0.1","48","B070","Primary"
"Personal Loan","New Application","130671945193555","0.30000000000000004","84","B064","Primary"
"Savings Account","Closed","037528484747335","0.4","60","B025","Secondary"
"Personal Loan","Closed","881809877142121","0.30000000000000004","60","B021","Middle Income"
"Personal Loan","Closed","649931255142516","0.5","84","B041","High Income"
"Checking Account","Closed","360659145447628","1.0","24","B080","Secondary"
"Savings Account","New Application","858328621996755","0.30000000000000004","24","B004","Primary"
"Checking Account","Servicing","703187110411337","0.5","84","B076","Middle Income"
"Savings Account","New Application","447954123538752","0.6000000000000001","12","B089","Secondary"
"Checking Account","New Application","709022390242414","1.0","24","B003","High Income"
"Checking Account","Servicing","462073654305899","0.7000000000000001","84","B084","Low Income"
"Mortgage","Closed","767893963359935","0.1","48","B042","Primary"
"Mortgage","New Application","720919086358094","0.6000000000000001","60","B024","Secondary"
"Mortgage","Closed","004898843675079","0.6000000000000001","12","B001","High Income"
"Savings Account","Closed","593110339283959","0.1","84","B031","Middle Income"
"Personal Loan","Servicing","816436113757561","1.0","72","B076","Low Income"
"Personal Loan","New Application","983927557621569","0.5","36","B066","Primary"
"Checking Account","Servicing","805194388037365","0.5","24","B088","Secondary"
